userID	itemID	rating
7738	Markmpt1s8jKcnck	8
7738	SfEvuk4BIHKcx9nO	3
7738	2KcyTmsvhc3CYkyf	3
7738	do6scXyH92vBlCIB	20
7738	vLcLw2wIsr1F3esl	48
7738	XtWn269j0yLuoHRa	48
7738	sP9O0dmDGnOpB4UH	9
7738	Vu6vPdSnS76sJXxJ	12
7738	FyG4zO9gYDaLFxkV	17
7738	68Ep8vfOV9X6H5Kg	17
7738	1ZDeLHmbKM5AZCQR	11
7738	XmRycetczOBCuLzC	16
7738	x2BAcRmdc8BOitNu	11
7738	ufEKaFlJdGJwsMRq	3
7738	HoIwGdnPOa8dR8AY	6
7738	Q3rRCVP3f8zJAm2e	5
7738	oTjpzErLIEWfXT3J	10
7738	GZRYkO4CETveU4T0	8
7738	t0dKMolYHKEYtejf	3
7738	MVUn9ZfetIhDKbxt	24
7738	3jfPmDWKyjbRp4zT	13
7738	5GZKFVULYO53NKI2	10
7738	X8defiYa8Kz7DAoL	7
7738	LKcNRg4vRYh1L0nE	3
7738	M980Ce2WH2tTTHsz	3
7738	bAWYl4RVDcjjRRxx	4
7738	Zt2P9bB7iuiLCeqK	10
7738	get9fqyk3qeSZuKk	13
7738	7pBCnUQwfSFALX5n	12
7738	IVO4kUKcWKJbhYMF	12
20760	JXbbggok2b1wOFO8	3
20760	qkA3xSueBkHaQSga	3
86477	uBylXM90JTMHBdgX	4
10428	9dJanAWXLZWP5xeh	4
10428	sWmNFRNMpNbFB1kV	7
3815	xWvTC6GiXBYQaJs7	3
3815	xqILUdtTkHrvkt8q	3
3815	d9uaCqHRwVk9GJIK	7
3815	u0K5SZWNTFeHq8aw	5
3815	kymhqtPA2sTpiMCi	7
3815	XxlQrnpNTJSXK5wC	16
3815	JtcGuWZsmB2Volpa	23
3815	vrF9OXPKPzT53SUw	4
3815	Fjnn8Jb5FnDwWzKO	3
3815	VoHtMh3XQuGv56mS	15
3815	GH7Bt6jyKGNmJm68	3
3815	aWo7XCdm2fXQg0pu	4
3815	4i9YfK4vAvBf6EtA	9
3815	3jfPmDWKyjbRp4zT	3
3815	XkWaj82p7ztu9Zg8	3
3815	yAN1pIUH1kYikQT1	6
3815	C20qIQ1clDTxVvBP	4
3815	qwyaxjM49dN7YVF9	4
19085	4B2qft92ZWBRlbnw	4
19085	LQ5dn0P5dclBvwDl	3
19085	8HaxU1hHRlkyEXUj	46
19085	h72nT60m2juUfSd1	11
19085	hRne7Wma0MuUJH3T	11
19085	YZI5aFNaouCezwoQ	13
19085	rKA4DQPsdE4HAw2X	3
19085	QDm5xGGNEC4B93ku	32
19085	swSDbmARZNL0tibz	30
19085	iKF9uji2WuTdE5GP	17
19085	pcB5ID6DF3QOThIN	10
19085	1rihhy4nIAlEU35f	8
19085	IcCQQIVsVADsvmbe	10
19085	jR21UT5IJF7I5dq9	8
19085	HsJdoVUIydvt3hDh	15
19085	z8sO2Xdm0RBpJJuY	7
19085	Pu7ySpJBiQGPzUta	13
19085	WroTRAaIPFyvHkKa	24
19085	eRkxqqkYpyyLLqNA	50
19085	HYeAAL9qRizdYiDW	16
19085	bxlsXBDPAGcBp7jN	6
19085	JPzMRstcpmQH7eDE	5
19085	PjWCdfOXObpvqajB	3
19085	Gb5HL3tc3oBZ06nO	16
19085	DLjJJIOfW4gBBzUU	59
19085	D6xz7HXyidDcseg4	3
101439	5LblDvPTzCKqsKMb	26
1912	NG6TadLGKLHLx4tC	3
19041	Uo9JPtyTTWxTVLQ1	7
19041	BlwtPDBpbZV0DNku	3
19041	XQcqNi83nzK1jveu	5
19041	sP9O0dmDGnOpB4UH	5
19041	Vu6vPdSnS76sJXxJ	3
19041	SI7vB3M69YcxYXA2	4
19041	GMFhJxqHG0Zp2G2l	3
19041	IVIVNGnpvMlcplIm	5
19041	3jfPmDWKyjbRp4zT	7
19041	KQaQL8CEphJZql4I	24
19041	KY3LTozh9Qo26UtE	3
19041	fxS1zbEhgTTVestF	3
19041	dtq88OIJaIlDey6g	4
19041	dIxP8ETtMDV4l148	3
19041	D6xz7HXyidDcseg4	3
19041	Mc209DEzcSL5KEDa	3
19041	XMcdj5Lu05OrBoLD	4
10783	LCL52HpPA7puXaAr	46
10783	6SAR9xgPyB90AJv6	37
205	Markmpt1s8jKcnck	22
98473	ZmXHCROopvjj4Ff0	5
9882	kKxiuxi8pPBq2md5	9
9882	2nroG6D6OtteNcti	23
9882	Z5l5SWexibaflPyB	24
9882	ghX5Nak8l63XPqbK	18
9882	kKezaUNKA6buoF07	10
9882	hBbrmjEHu20In13C	21
9882	w3jnkMkGSfbi72Sw	23
9882	J4mcA88lOPVC6EWo	3
9882	tHEVVHbzJlyo2S0g	5
9882	vAdyv7Zk0olnLCcj	5
9882	AxZPdYQ8pYh3yz6m	7
9882	SGGEP4oo82Q3sIOE	7
9882	w71EWQDpfLBpMAXl	7
9882	78Y1MYLyoE0y0DBS	5
9882	2k01uSodqpF79vlu	5
9882	l8oQyUD6SlY37CwY	9
9882	IZaVz3iHgv1eZdEO	7
9882	xzSIBPyadylfqxmn	8
9882	7pmlbcQzzSvtBkvN	4
9882	IKPkZLNa6KhaXXze	18
9882	gEpD4E7ePvkG7Jx1	6
9882	Fjnn8Jb5FnDwWzKO	16
9882	C4jjXr5yx9KxZhjk	10
9882	4vtpVm7ayJwW39Ac	5
9882	V9qSl5oLT6XfNzxR	4
9882	BCp7gwdBcCVsB5FO	9
9882	1LLN8bYGc3d8ZZ1H	22
9882	eBb9wZFDI4qevHZC	5
9882	Lxe1MMQ7Kz4jQLzV	5
9882	5VXL380d2w8wpVVo	5
48297	VLziPQMY71JdTJAt	3
48297	Z04ubpryM7Pm2BU9	3
48297	rovpnCnZy5VwFU1z	4
48297	AKdgfu6oLtrGDVXK	5
48297	BHN58YODX9NMRCG8	5
48297	v2b7dRnh1ZigyroC	3
48297	d2BMQBwiq3UmPjjU	6
48297	OPs8fLrsyzUTABJb	3
48297	AmPsFtAtpdQZz3Ol	5
2741	PwCI7LTOYdCYBotc	3
2741	Ex5SWDftGfygeFLD	6
2741	eZAoiz5cTEoNJAgR	4
2741	I4yvy5kOXsIZFTMV	7
2741	uf2pf2MsvPxjJ75T	7
2741	VM5rIKa4SRQXoiq8	9
2741	JzwkR7dQzPDrRpmg	17
2741	vLcLw2wIsr1F3esl	10
2741	j4FAchGwrudUcrA3	4
2741	avn5MnjEnwtwJ8o5	3
2741	sP9O0dmDGnOpB4UH	10
2741	hRny0RAgvxB0Q8Sw	3
2741	1Z5P3BjuKWzGDzoo	7
2741	N0CleeubXo11HQIh	14
2741	MT47FUilMkzXx8YF	6
2741	Uv3Rx3iuUKkKVP9R	17
2741	DRV5MeEeWfpcNial	8
2741	DFaLZiWASsM5ChBd	4
2741	VWxiMyQ2OEV8HV6R	12
2741	tQR2oxqcKMNgxIYq	12
2741	Q3rRCVP3f8zJAm2e	123
2741	6ZPz7Mfm519kkRPO	7
2741	pKa8tqv3wZORbVeF	8
2741	bE3TPt0JOACpobE7	3
2741	wBGV20rmOPkynx8D	4
2741	dcSut0z3ey5pmezK	6
2741	fxS1zbEhgTTVestF	27
2741	rXmYn9Vj4WLPot24	4
2741	OUqCtJCc3nVAgd2X	6
2741	GKzoFJ0cpO3jAofv	5
11223	TSQXJlgWZOaVm6AO	7
5429	LXU4nTomN6eelJPh	6
5429	RwDpHfdmuyWEddkD	3
5429	D5XjsntXmC5fEQub	3
5429	XMcdj5Lu05OrBoLD	3
23419	jDwY4fyd0ReZhPLB	10
23419	QrlCPThFjIyHXv9T	18
23419	sWmNFRNMpNbFB1kV	4
23419	nmv0Ugy35WMgRzMO	3
23419	H89PXhDh2Szf4csK	6
23419	3TanLNKqzSJnua77	3
23419	013BFFjvohJT9dW9	5
23419	FJ3tEAHRhwndPHok	3
23419	HWanNT0ZqeO74fN8	8
28153	UGi5iGsVzcIzfw5w	5
3615	hpIcf4HWkOojR53f	10
3615	bE3TPt0JOACpobE7	9
100608	y8wp2cUBzIEYsouc	3
100608	buL8XwkXo77c2rgc	4
42946	7PqQzremHtb8vfVT	3
2718	QDJTGYvqsV3G90Eb	19
2718	XMcdj5Lu05OrBoLD	19
1369	P1i3i7762urIBUKs	7
1369	X83GZ72F0pcRcvTH	5
1369	puJFIu3Of2SFgsiu	7
1369	3Mi9toldeI1yNj9H	5
1369	tvDIxjYPMWI0AMdD	5
1369	3ByWvUb9nHxuhlFF	4
1369	dti9pCRtmgQCkk27	4
1369	SjIBAo7flZSu7Or6	3
1369	Lek0bRvGf8NMXF0a	6
1369	FWuktViQ0hdY2NlM	3
1369	RGAGCaCBTdMcFMMU	6
1369	25PrYQXxkDgAkIFp	4
1369	DvhDFbrMrLPvzYw6	4
1369	344OM9Wsknv8QJfl	14
1369	1sKFLliHcHSsGtCv	5
30733	05eO5MtW4pezH5XU	3
36372	kSNROBIK03b3zUbO	3
36372	LXU4nTomN6eelJPh	5
36372	7g8U57o3SMyYjniM	23
36372	0T45GdGPTwuhC0vq	5
36372	pvmqx2t6np4uNMnj	5
36372	vLcLw2wIsr1F3esl	4
36372	npD2Ir6M168oJFCw	56
36372	IBlYNNkZ6T4CP0CT	14
36372	2tqxu2X0cvpY9hzt	29
36372	DeXJFibOUhHGcEOe	4
36372	2GKEI3RJTfP3tM85	6
36372	GlYslBKVrU42Fiib	6
36372	5GZKFVULYO53NKI2	31
36372	l0gvH3rsrrMlEUA5	5
36372	6PVzICMhGfbvl03i	4
36372	ENWcyfowmZ9YRZO0	21
36372	qUbKjC17TpHOFZkJ	10
36372	FP8om69jZy4VA7ei	6
36372	myoCvPb1dyaj0Tf0	28
36372	01ScM29f0wF2Mnkq	19
36372	J5AE6qZiAwUBwBxH	6
36372	lhFBdGXSrgWsT6Sh	12
36372	vybOEPjw8rcexgih	26
36372	XMcdj5Lu05OrBoLD	10
9041	bmL3jT2zwEKBgXn7	8
69900	BoH6mvWra81FMlyy	3
69900	vLcLw2wIsr1F3esl	28
69900	1Z5P3BjuKWzGDzoo	5
69900	Fjnn8Jb5FnDwWzKO	3
69900	ph1phpJYMDagVogR	8
69900	V6ExCTd15bgBM1IS	8
69900	cb0dqJprmlvysUl3	6
69900	XMcdj5Lu05OrBoLD	7
35700	P1i3i7762urIBUKs	4
35700	vLcLw2wIsr1F3esl	6
35700	vVILZQzr43AUzeH9	3
35700	MVUn9ZfetIhDKbxt	14
35700	2HFsFMY433xQqSUM	6
51126	GG0D6FMQVlQZseZr	3
51126	2rwPXGVUYQPrmnQx	9
51126	LDOt6mI8RCfOtVxG	13
51126	FwS5V4Pr8TQKeseS	7
51126	aHr2FrE37R1nGI7c	24
51126	bICyoFSw3uF9bMnm	6
51126	vxcy2Ra2SLg5a1Zo	42
51126	QoeX1MwJMwoUuBFX	9
51126	Nu9BZK7HTVvIKXVz	3
51126	Uo9JPtyTTWxTVLQ1	9
51126	mng8trEo8yZlGYTo	6
51126	7CWCLgmOANG10fjw	4
51126	aTsbpksug9vaBIMA	6
51126	Z5ib65o9UfEIzLgl	4
51126	YkfxTMmU5Ann2bc7	11
51126	N8NikrKQHTeRkOD8	3
51126	d9uaCqHRwVk9GJIK	11
51126	EQuvd0TM1euwsgX1	15
51126	L3Bl5PsTPEAMsrbk	3
51126	0Yhpyv5rCNOf3SWi	16
51126	uiNg6naI4xT8VfRH	3
51126	4gSqZUryNNjQM6UI	8
51126	DwgiZUfGT8N4rWfJ	6
51126	1Or1pwGZlzjSZnXo	21
51126	Bgw5wVYtcIVIPSl4	23
51126	x3JbBvuB1WCP5riN	21
51126	vItpyeJfNViYnIb7	3
51126	UWbjw1x0A6jWmOnL	10
51126	EAQkBEzU8oJme93H	23
51126	CqsfUc1dRxyR0ezp	12
51126	hNnYYAU2e5zyfLzj	3
51126	izmXfuhagNs5RXhY	21
51126	eVTJen5QoXVDrLnD	5
51126	XmRycetczOBCuLzC	3
51126	UzohOQcMFevQcg1K	18
51126	oD1US9OsGKyB7pxm	9
51126	yRWnMBqpoo1GBhhN	17
51126	G1ckRpsUIaQ45q9F	53
51126	v9Ro1RBns0pEfssI	7
51126	UcNJ5vOvude37t9E	4
51126	GGXhjEEWuleKmO0e	3
51126	NqxnyqZz0mp1X7H1	3
51126	2HFsFMY433xQqSUM	4
51126	OsA60hCV2Q9CEiqH	23
51126	WPicPUjFYRHXuprh	7
51126	WQJZqouIIjVvUY4A	3
51126	GdRuW71Z0vlbz2TL	28
51126	73G8ddVEmDxIMoDP	8
51126	R5y0cHSrk9pFZTvt	4
51126	zO8gwg73TYVDoxWp	12
51126	6G5PTMXvrIMuXyib	23
51126	QGjrZZJtYQo7fqYg	24
51126	9YW4JrQ95J8oyOa7	3
51126	mE7Gy9A85vdsLMyK	5
7189	EWNqLyseLdJfjXmK	14
7189	ofmniTYf0MRkkFHU	20
7189	vLcLw2wIsr1F3esl	30
7189	t4nm8bv9kPL3toRC	3
7189	B6e3ZZoy0HPAfU8s	8
7189	YlSU1W82sGLOclo0	21
7189	81B72auBmbhOdCDx	3
7189	5LblDvPTzCKqsKMb	3
7189	IPjaaak7QPbxUcW2	3
7189	BSXYtwTNdv7WWp2n	56
7189	FWuktViQ0hdY2NlM	3
7189	1sgMxBsY4yxZAXRJ	14
7189	i16YS0rvuxlrOajC	7
7189	jwslXeoI0cVm14zd	9
7189	aqTIcMPiH4mHAhW0	6
7189	mW5cos9elDlGa1Yb	4
2853	6XR0tRLGfEQXvkM6	14
2853	O9CN1Ya3f6c7zFOb	21
2853	Pg8nsp0g6mIks3cG	33
51958	pXcoG0iFfyJQKLwC	37
51958	0bFpFdxIfxwPU7vI	9
51958	uBylXM90JTMHBdgX	5
51958	5GZKFVULYO53NKI2	7
51958	hiZOnY63Q67hWHMU	12
51958	494vQv17rghDDHy5	7
51958	qwyaxjM49dN7YVF9	3
41941	UGi5iGsVzcIzfw5w	12
33877	krUrWiJDJKfCbe4f	3
76843	zZeJPGnlPP4hYAMP	3
76843	HJZKTgS3rrukyYKv	4
76843	WeKr9zuSXRahv7Jj	3
54504	JngNLBEfE7O3Rpkc	4
37651	e2MxPQ7Kd7SjkE94	4
46637	bujV6H5T4A0x1nYA	3
46637	BiRCzbhADjzWLndz	5
46637	rSzZKH85Vh1pBiay	6
46637	FQWAMKhKgutuKwDN	16
2884	TuWoYGBPUiuAVH3I	8
2884	6hnL50aAyqezhK8e	8
2884	Tg3jdFYty7UNSpuy	8
2884	4ACeMZl557qKottu	8
37820	wQyS773J42Tm0y3a	40
37820	TXePExBjyIlw1DDI	51
37820	Z55vpaeviMhFuca6	4
37820	XIBmCrLVOOpESgwQ	11
37820	J4FAS7Xq0wInhDo7	11
37820	ZthUWGcJaoChCk3d	16
37820	6KclaPzCuRtDmQPJ	12
37820	CPu26wWWjwb7Mi4w	3
37820	BYtTxB48AWlun5ax	5
37820	LGIU2IkfYoTiFbmN	8
37820	GffXCm4ykSJFGEAf	6
37820	tzdHVVgyoHxucIZU	10
37820	xtJcUKdAAvvc5omV	3
9324	zdea4ybZS1VNjue5	3
92	Markmpt1s8jKcnck	14
92	GfggbY5zogEfYShu	19
92	4KvPjlHKpo7mshr0	22
92	LYSqfhNBEJAJldzo	33
92	0e7nHt0mwBHGV8yz	16
92	vLcLw2wIsr1F3esl	4
92	XtWn269j0yLuoHRa	4
92	5dX2qTFEDAl3KUeF	56
92	HYeAAL9qRizdYiDW	31
92	Gb5HL3tc3oBZ06nO	8
33863	bE3TPt0JOACpobE7	10
82107	HYeAAL9qRizdYiDW	18
82107	vxTo87D6q7sSaSEj	78
82107	7jXzjfZo4CxXQC32	3
82107	6PVzICMhGfbvl03i	3
96459	vsQF2aiyQyturO0R	3
96459	Hzg3BWQ4fTMmnZRF	4
96459	Uz222Eg2UWjWlQsP	3
96459	uBylXM90JTMHBdgX	3
13907	5GLJXBfl0hOR0bHD	4
13907	0T45GdGPTwuhC0vq	31
13907	pvmqx2t6np4uNMnj	31
13907	kOrc4tzAJZnIt3p6	3
13907	xfSE1aB7yIH42NPi	3
13907	gYZ1abZG8scYKKZ3	3
41500	zaRXslqcKTthzjxo	3
41500	d9uaCqHRwVk9GJIK	4
41500	XQcqNi83nzK1jveu	35
41500	hNnYYAU2e5zyfLzj	11
64548	kYTGBXI5opSRnGrJ	22
64548	PFtTpkXAAlb8amzO	4
64548	X7rM7hPwk9xzVXy1	4
64548	piL4CACmdsLyuyDo	10
64548	SVS9afwtPRH9SGGm	3
64548	UZWaNzLoUhmJ0JKg	4
64548	VhoyhKPhqQxT5Asn	4
64548	Lvg8N7k2ozJaFZwq	10
64548	XZiMAuN6NSgd5Y7N	12
64548	weLRUeUw9ixRlFKI	6
64548	auuwqpVCU2VZxfEt	3
64548	yO1ZLmykwCstpIIM	4
64548	AHlBMAayqLrNZVIL	3
64548	NvfmxzVeyQqlkqrF	3
64548	87dj9Z7amBDzMot3	4
64548	dMNhmXKjExE2uAAZ	14
64548	0T45GdGPTwuhC0vq	3
64548	2iuSNjkeDoqs4zjd	4
64548	wSPBVumayCoT2TpP	3
64548	7Meao2j0hp5NyS4K	5
64548	LGuvev6ad629cOrI	13
64548	vrF9OXPKPzT53SUw	8
64548	ysndm1VKbNyMlaQg	5
64548	GMFhJxqHG0Zp2G2l	8
64548	X3GTKXGWkj56tQLh	6
64548	c4OazGRIXZcPs4GY	7
64548	7LYGdolAgPv9nlw8	9
64548	VoHtMh3XQuGv56mS	6
64548	2dB1K5u7wBvb22ji	5
64548	0iZKLwXdxVTEN00K	7
64548	ku1BzZRZuyFDBuzC	7
64548	jfaVgqe7nLoxY7mL	16
64548	2GKEI3RJTfP3tM85	4
64548	u15uulDoWMzI4IzP	3
64548	GaSVBeBcZKEyALPd	3
64548	YApEqRpOynavbYNU	11
69203	9emxothc6DRepCCU	4
45870	WZYgOhfQWg0faGWq	3
45870	0GXFJIihJt7XsykH	7
